,ra type,1 / ra distance,in open,refuse,accept,assign,approve,reject,action controllable,1 / depth,state portion explored,state portion controllable,state marked,child marked,child goal,child error,child none,child deadlock,child portion controllable,child portion explored,q
63,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.693571
64,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.716036
65,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,0.3333333,-26.089743
66,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,1.0,-25.161043
67,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.656996
68,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,-25.170834
69,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285715,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-20.687765
70,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.3333333,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.476469
71,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-24.965246
72,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125,0.3333333,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.387575
73,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11111111,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-20.563158
74,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.6666666,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-23.056602
75,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.3333333,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.192629
76,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.453432
77,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,1.0,-21.74417
78,1.0,0.33333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.722782
79,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285715,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,1.0,-25.745571
80,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285715,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,1.0,-26.265911
81,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-20.955519
82,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.6666666,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-24.738634
83,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285715,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.73672
84,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.512474
85,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.793999
86,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.853037
87,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.3333333,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.276857
88,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,-23.971685
89,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285715,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-20.687765
90,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666667,0.0,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,-24.122112
91,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.3333333,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.276857
92,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125,0.3333333,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.387575
93,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11111111,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-20.563158
94,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,-25.140808
95,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-20.955519
96,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-22.929838
97,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,1.0,-22.361515
98,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-24.525843
99,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285715,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,1.0,-19.859993
100,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-21.541574
101,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-20.955519
102,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666667,0.0,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.743567
103,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666667,0.6666666,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-22.765211
104,0.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33333334,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,0.6666666,-22.396805
105,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.793999
106,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.839792
107,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-26.891304
108,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285715,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.634825
109,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.6666666,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.695383
110,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666667,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.41313
111,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33333334,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,1.0,-20.593193
112,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-25.308058
113,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-24.874668
114,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285715,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-24.736254
115,1.0,0.33333334,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.6666666,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.94496
116,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666667,0.3333333,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.421661
117,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,-26.03815
118,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285715,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-24.589382
119,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,0.6666666,-24.91819
120,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285715,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-24.589382
121,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666667,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.41313
122,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,0.0,-26.068134
123,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666667,0.0,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.730318
124,1.0,0.33333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.3333333,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-24.283224
125,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.3333333,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.192629
126,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.387915
127,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666667,0.3333333,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-25.208702
128,1.0,0.33333334,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666667,0.3333333,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.614145
129,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-24.525843
130,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666667,0.0,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.575697
131,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666667,0.3333333,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.026478
132,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-23.88021
133,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333,0.6666666,-24.165247
134,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-26.891304
135,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285715,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,0.3333333,-24.942945
136,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.6666666,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.695383
137,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666667,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.41313
138,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33333334,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,1.0,-20.593193
139,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-25.308058
140,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-24.874668
141,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285715,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-24.736254
142,1.0,0.33333334,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.6666666,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.94496
143,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666667,0.3333333,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-25.421661
144,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,-26.03815
145,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285715,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-24.589382
146,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,0.6666666,-24.91819
147,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285715,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,-24.589382
148,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666667,0.6666666,0.3333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,-25.41313
149,1.0,0.33333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333,0.6666666,-24.087103
