,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon
45,47.0,236.0,164.0,4,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
46,106.0,95.0,71.0,4,2,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
47,2428.0,154.0,111.0,4,3,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
48,3854.0,413.0,256.0,4,4,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
49,5281.0,541.0,323.0,4,5,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
50,5871.0,600.0,397.0,4,6,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
51,6562.0,707.0,421.0,4,7,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
52,5402.0,598.0,396.0,4,8,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
53,6538.0,707.0,423.0,4,9,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
54,5267.0,580.0,385.0,4,10,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
55,6261.0,680.0,406.0,4,11,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
56,4851.0,536.0,364.0,4,12,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
57,4216.0,469.0,282.0,4,13,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
58,4467.0,498.0,352.0,4,14,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
59,6808.0,743.0,498.0,4,15,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
60,58.0,200.0,143.0,5,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
61,31555.0,1816.0,962.0,5,2,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
62,15887.0,1504.0,943.0,5,3,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
63,12783.0,1249.0,771.0,5,4,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
64,18718.0,1721.0,948.0,5,5,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
65,538672.0,19467.0,9556.0,5,6,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
66,17926.0,1666.0,936.0,5,7,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
67,112260.0,7325.0,3286.0,5,8,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
68,16908.0,1557.0,877.0,5,9,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
69,123412.0,7257.0,3244.0,5,10,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
70,16876.0,1594.0,957.0,5,11,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
71,26993.0,2421.0,1395.0,5,12,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
72,15770.0,1548.0,1032.0,5,13,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
73,87288.0,6084.0,2707.0,5,14,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
74,17649.0,1657.0,1143.0,5,15,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
75,247.0,218.0,160.0,6,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
76,409752.0,17136.0,8331.0,6,2,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
77,36548.0,3142.0,1919.0,6,3,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
78,49053.0,4017.0,2407.0,6,4,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
79,91400.0,6212.0,3682.0,6,5,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
80,49400.0,3967.0,2394.0,6,6,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
81,56961.0,4456.0,2724.0,6,7,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
82,,,,6,8,TL,,127.27022004127502,212000,1e-05,20,0.1
83,54044.0,6098.0,3410.0,7,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
84,95671.0,5997.0,3584.0,7,2,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
85,,,,7,3,TL,,127.27022004127502,212000,1e-05,20,0.1
86,28619.0,1289.0,782.0,8,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
87,225151.0,8918.0,5500.0,8,2,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
88,312550.0,13894.0,8095.0,9,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
89,543063.0,18246.0,10793.0,9,2,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
90,21432.0,1859.0,1322.0,10,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
91,,,,10,2,TL,,127.27022004127502,212000,1e-05,20,0.1
92,19017.0,1688.0,1093.0,11,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
93,35903.0,2777.0,1946.0,12,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
94,97166.0,5837.0,4402.0,13,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
95,184250.0,9263.0,6632.0,14,1,TL,11.0,127.27022004127502,212000,1e-05,20,0.1
96,,,,15,1,TL,,127.27022004127502,212000,1e-05,20,0.1
